rev_id	original	corrected	errorCode	idx	teifile	Main_category	Subcategory
10-3	í	NA	extra-prep	NA	texti017.xml	grammar	prep
10-4	Getur	Þú getur	missing-sub	NA	texti017.xml	grammar	syntax
10-5	æfingar	líkamsþyngdaræfingar	wording	5-1	texti017.xml	style	wording
10-6	þú þarft bara að nota líkamsþyngd og þarft ekki tæki ,	krefjast engra tækja	dep	5-1	texti017.xml	other	miscellaneous
10-6	þú þarft bara að nota líkamsþyngd og þarft ekki tæki ,	krefjast engra tækja	extra-conjunction	6-1	texti017.xml	orthography	punctuation
10-6	þú þarft bara að nota líkamsþyngd og þarft ekki tæki ,	krefjast engra tækja	wording	6-2	texti017.xml	style	wording
10-6	þú þarft bara að nota líkamsþyngd og þarft ekki tæki ,	krefjast engra tækja	extra-comma	6-3	texti017.xml	orthography	punctuation
10-7	,	NA	extra-comma	NA	texti017.xml	orthography	punctuation
10-8	,	NA	extra-comma	NA	texti017.xml	orthography	punctuation
10-9	finnst þeim	verður	wording	9-1	texti017.xml	style	wording
10-10	þæginlegra	auðveldara fyrir þá	extra-letter	10-1	texti017.xml	orthography	typo
10-10	þæginlegra	auðveldara fyrir þá	nonword	10-1	texti017.xml	orthography	nonword
10-10	þæginlegra	auðveldara fyrir þá	dep	9-1	texti017.xml	other	miscellaneous
10-11	NA	þeir	missing-sub	NA	texti017.xml	grammar	syntax
10-12	bara	Bara	lower4upper-initial	NA	texti017.xml	orthography	capitalization
10-13	síman ,	símann	n4nn	13-1	texti017.xml	orthography	spelling
10-13	síman ,	símann	nonword	13-1	texti017.xml	orthography	nonword
10-13	síman ,	símann	extra-comma	13-2	texti017.xml	orthography	punctuation
10-13b	þá	þau	gendered	NA	texti017.xml	style	exclusion
10-14	NA	því	missing-word	NA	texti017.xml	vocabulary	omission
10-15	ókostir	. Ókostir	missing-period	NA	texti017.xml	orthography	punctuation
10-16	,	.	comma4period	NA	texti017.xml	orthography	punctuation
10-17	segi	segir	sub4ind	NA	texti017.xml	grammar	mood
10-18	NA	að	missing-conjunction	NA	texti017.xml	orthography	punctuation
10-19	átt	ferð	wording	NA	texti017.xml	style	wording
10-20	síman	símann	n4nn	20-1	texti017.xml	orthography	spelling
10-20	síman	símann	nonword	20-1	texti017.xml	orthography	nonword
10-21	sek	sekúndna	abbreviation4words	NA	texti017.xml	style	style
10-22	stöðu	stöðuna	ind4def	NA	texti017.xml	grammar	definitiveness
10-23	part af	af hluta úr	missing-period	23-1	texti017.xml	orthography	punctuation
10-23	part af	af hluta úr	wording	23-2	texti017.xml	style	wording
10-23	part af	af hluta úr	wrong-prep	23-3	texti017.xml	grammar	prep
10-25	ó-kostur	ókostur	extra-hyphen	NA	texti017.xml	orthography	punctuation
10-26	sem	NA	extra-conjunction	NA	texti017.xml	orthography	punctuation
10-26b	NA	er	missing-fin-verb	NA	texti017.xml	grammar	syntax
10-27	það væri gefið	NA	new-passive	27-1	texti017.xml	grammar	syntax
10-28	NA	væru gefnar	dep	27-1	texti017.xml	other	miscellaneous
10-29	, stundum	. Stundum	comma4period	NA	texti017.xml	orthography	punctuation
10-30	á æfingunum	NA	extra-prep	30-1	texti017.xml	grammar	prep
10-30	á æfingunum	NA	extra-word	30-2	texti017.xml	vocabulary	insertion
10-31	eins og þú	, til dæmis	conjunction4comma	31-1	texti017.xml	orthography	punctuation
10-31	eins og þú	, til dæmis	missing-words	31-2	texti017.xml	vocabulary	omission
10-31	eins og þú	, til dæmis	wording	31-3	texti017.xml	style	wording
10-32	NA	þú	dep	31-1	texti017.xml	other	miscellaneous
10-33	á vinstri með	í	wording	33-1	texti017.xml	style	wording
10-33	á vinstri með	í	wrong-prep	33-2	texti017.xml	grammar	prep
10-34	NA	á vinstri	dep	33-1	texti017.xml	other	miscellaneous
10-35	kláraru	klárarðu	missing-letter	35-1	texti017.xml	orthography	typo
10-35	kláraru	klárarðu	nonword	35-1	texti017.xml	orthography	nonword
10-36	sem	. Þetta	conjunction4period	36-1	texti017.xml	orthography	punctuation
10-36	sem	. Þetta	missing-sub	36-2	texti017.xml	grammar	syntax
10-37	og	, ásamt því	conjunction4comma	37-1	texti017.xml	orthography	punctuation
10-37	og	, ásamt því	missing-prep	37-2	texti017.xml	grammar	prep
10-37	og	, ásamt því	missing-obj	37-3	texti017.xml	grammar	syntax
11-1	það	NA	extra-word	NA	texti003.xml	vocabulary	insertion
11-2	NA	þess	missing-word	NA	texti003.xml	vocabulary	omission
11-3	frá	úr	wrong-prep	NA	texti003.xml	grammar	prep
11-4	að kakótréi	af kakótré	wrong-prep	4-1	texti003.xml	grammar	prep
11-4	að kakótréi	af kakótré	extra-letter	4-2	texti003.xml	orthography	typo
11-4	að kakótréi	af kakótré	nominal-inflection	4-2	texti003.xml	grammar	inflection
11-4	að kakótréi	af kakótré	nonword	4-2	texti003.xml	orthography	nonword
11-5	þykkir	þykir	extra-letter	5-1	texti003.xml	orthography	typo
11-5	þykkir	þykir	context	5-1	texti003.xml	vocabulary	lexical
11-6	Kakótréið	Kakótréð	extra-letter	6-1	texti003.xml	orthography	typo
11-6	Kakótréið	Kakótréð	nonword	6-1	texti003.xml	orthography	nonword
11-7	suður-amerískum	NA	syntax-other	7-1	texti003.xml	grammar	syntax
11-8	NA	Suður-Ameríku	dep	7-1	texti003.xml	other	miscellaneous
11-8b	NA	árið	missing-word	NA	texti003.xml	vocabulary	omission
11-9	NA	út	missing-prep	NA	texti003.xml	grammar	prep
11-10	norðurs mexíkó	Norður-Mexíkó	missing-hyphen	10-1	texti003.xml	orthography	spacing
11-10	norðurs mexíkó	Norður-Mexíkó	lower4upper-proper	10-2	texti003.xml	orthography	capitalization
11-11	Tréið blómstra	Tréð blómstrar	extra-letter	11-1	texti003.xml	orthography	typo
11-11	Tréið blómstra	Tréð blómstrar	nonword	11-1	texti003.xml	orthography	nonword
11-11	Tréið blómstra	Tréð blómstrar	agreement	11-2	texti003.xml	grammar	agreement
11-12	, það	og því	comma4conjunction	12-1	texti003.xml	orthography	punctuation
11-12	, það	og því	extra-word	12-2	texti003.xml	vocabulary	insertion
11-12	, það	og því	missing-word	12-3	texti003.xml	vocabulary	omission
11-13	þetta tré	það	extra-dem-pro	13-1	texti003.xml	grammar	definitiveness
11-13	þetta tré	það	noun4pro	13-2	texti003.xml	coherence	pro
11-14	Það vex einhverskonar blóm á tréið sem er	Á trénu vaxa	wording	14-1	texti003.xml	style	wording
11-15	og belgur í laginu	konar belglaga blóm	dep	14-1	texti003.xml	other	miscellaneous
11-16	eru	finnast	wording	16-1	texti003.xml	style	wording
11-17	inní og eru frá	í ,	wrong-prep	17-1	texti003.xml	grammar	prep
11-17	inní og eru frá	í ,	conjunction4comma	17-2	texti003.xml	orthography	punctuation
11-17	inní og eru frá	í ,	extra-words	17-3	texti003.xml	vocabulary	insertion
11-18	hverrri	hverri	extra-letter	18-1	texti003.xml	orthography	typo
11-18	hverrri	hverri	nonword	18-1	texti003.xml	orthography	nonword
11-19	að vera	NA	extra-words	NA	texti003.xml	vocabulary	insertion
11-20	vera fullþroskuð	ná fullum þroska	wording	NA	texti003.xml	style	wording
11-21	En á	Á	extra-conjunction	NA	texti003.xml	orthography	punctuation
11-22	bandaríkin	Bandaríkin	lower4upper-proper	NA	texti003.xml	orthography	capitalization
11-23	evrópu	Evrópu	lower4upper-proper	NA	texti003.xml	orthography	capitalization
11-24	lítin	lítinn	agreement-concord	NA	texti003.xml	grammar	agreement
11-25	á	ætti að	ind4sub	25-1	texti003.xml	grammar	mood
11-25	á	ætti að	missing-inf-part	25-2	texti003.xml	grammar	syntax
11-26	En þau	Þeir	extra-conjunction	26-1	texti003.xml	orthography	punctuation
11-26	En þau	Þeir	agreement-pro	26-2	texti003.xml	grammar	agreement
11-27	innhélt	innihélt	missing-letter	27-1	texti003.xml	orthography	typo
11-27	innhélt	innihélt	nonword	27-1	texti003.xml	orthography	nonword
11-28	svo	Spánverjar	dep	29-1	texti003.xml	other	miscellaneous
11-29	þeir	svo	pro4noun	29-1	texti003.xml	coherence	pro
11-29	þeir	svo	style	29-1	texti003.xml	style	style
11-30	á Spáni	, aðferð	missing-comma	30-1	texti003.xml	orthography	punctuation
11-30	á Spáni	, aðferð	extra-words	30-2	texti003.xml	vocabulary	insertion
11-30	á Spáni	, aðferð	missing-word	30-3	texti003.xml	vocabulary	omission
11-31	Súkkulaði drykkurinn	Súkkulaðidrykkurinn	split-compound	NA	texti003.xml	orthography	spacing
11-32	og voru uppi	NA	extra-conjunction	32-1	texti003.xml	orthography	punctuation
11-32	og voru uppi	NA	extra-words	32-2	texti003.xml	vocabulary	insertion
11-33	sjöundu	sautjándu	context	NA	texti003.xml	vocabulary	lexical
11-34	. Mjólkursúkkulaði var þróa	og varð mjólkursúkkulaði til	period4conjunction	34-1	texti003.xml	orthography	punctuation
11-34	. Mjólkursúkkulaði var þróa	og varð mjólkursúkkulaði til	wording	34-2	texti003.xml	style	wording
11-35	sviss	Sviss	lower4upper-proper	NA	texti003.xml	orthography	capitalization
11-36	, fyrst er það látið	. Fyrst eru baunirnar látnar	comma4period	36-1	texti003.xml	orthography	punctuation
11-36	, fyrst er það látið	. Fyrst eru baunirnar látnar	pro4noun	36-2	texti003.xml	coherence	pro
11-37	.	;	period4semicolon	NA	texti003.xml	orthography	punctuation
11-38	sem myndar einsskonar	í	extra-conjunction	38-1	texti003.xml	orthography	punctuation
11-38	sem myndar einsskonar	í	extra-fin-verb	38-2	texti003.xml	grammar	syntax
11-38	sem myndar einsskonar	í	merged-words	38-3	texti003.xml	orthography	spacing
11-38	sem myndar einsskonar	í	nonword	38-3	texti003.xml	orthography	nonword
11-38	sem myndar einsskonar	í	missing-prep	38-4	texti003.xml	grammar	prep
11-39	það er lagt	NA	wording	39-1	texti003.xml	style	wording
11-39	það er lagt	NA	style	39-1	texti003.xml	style	style
11-41	þau	þær lögð	agreement-pro	41-1	texti003.xml	grammar	agreement
11-41	þau	þær lögð	dep	39-1	texti003.xml	other	miscellaneous
11-42	,	;	comma4semicolon	NA	texti003.xml	orthography	punctuation
11-43	þau	þær	agreement-pro	NA	texti003.xml	grammar	agreement
11-44	NA	taka	dep	45-1	texti003.xml	other	miscellaneous
11-45	eru teknar	NA	pass4act	45-1	texti003.xml	grammar	voice
11-46	bændurnir	NA	syntax-other	46-1	texti003.xml	grammar	syntax
11-47	NA	bændurnir	dep	46-1	texti003.xml	other	miscellaneous
11-48	sólini	sólinni	n4nn	48-1	texti003.xml	orthography	spelling
11-48	sólini	sólinni	nonword	48-1	texti003.xml	orthography	nonword
11-49	þegar þau	þar til þær	conjunction	49-1	texti003.xml	grammar	conjunction
11-49	þegar þau	þar til þær	agreement-pro	49-2	texti003.xml	grammar	agreement
11-50	þurrkaðast til	náð um	wording	NA	texti003.xml	style	wording
11-51	af rakainnihalds ,	rakainnihaldi ;	extra-prep	51-1	texti003.xml	grammar	prep
11-51	af rakainnihalds ,	rakainnihaldi ;	comma4semicolon	51-2	texti003.xml	orthography	punctuation
11-52	fullþróa	fullþróað	agreement-pred	NA	texti003.xml	grammar	agreement
11-53	bragðið	NA	extra-word	NA	texti003.xml	vocabulary	insertion
11-54	edik lykt	ediki	case-prep	54-1	texti003.xml	grammar	case
11-54	edik lykt	ediki	nominal-inflection	54-1	texti003.xml	grammar	inflection
11-54	edik lykt	ediki	extra-word	54-2	texti003.xml	vocabulary	insertion
11-55	bragði	NA	extra-word	NA	texti003.xml	vocabulary	insertion
11-56	steiktar á	ristaðar við	context	56-1	texti003.xml	vocabulary	lexical
11-56	steiktar á	ristaðar við	wrong-prep	56-2	texti003.xml	grammar	prep
11-58	60mín	60 mínútur	abbreviation4words	NA	texti003.xml	style	style
11-59	NA	úr þeim	missing-words	NA	texti003.xml	vocabulary	omission
11-60	,	.	comma4period	NA	texti003.xml	orthography	punctuation
11-61	NA	þær	missing-obj	NA	texti003.xml	grammar	syntax
11-62	auka efnum	aukaefnum	split-compound	NA	texti003.xml	orthography	spacing
11-63	þar við það hæfi	þarf	wording	NA	texti003.xml	style	wording
11-64	það	talað	extra-word	64-1	texti003.xml	vocabulary	insertion
11-64	það	talað	dep	65-1	texti003.xml	other	miscellaneous
11-65	talað	NA	syntax-other	65-1	texti003.xml	grammar	syntax
11-66	%	prósentu	symbol4word	NA	texti003.xml	style	other
11-67	,	NA	extra-comma	NA	texti003.xml	orthography	punctuation
11-68	%	prósent	symbol4word	NA	texti003.xml	style	other
11-69	kakóbaunum	súkkulaðinu	wording	69-1	texti003.xml	style	wording
11-70	í súkkulaðinu	kakóbaunir	dep	69-1	texti003.xml	other	miscellaneous
11-71	prósetnutölu eru	prósentutölu er	swapped-letters	71-1	texti003.xml	orthography	typo
11-71	prósetnutölu eru	prósentutölu er	agreement	71-2	texti003.xml	grammar	agreement
11-72	notuð	notað	agreement-pred	NA	texti003.xml	grammar	agreement
11-73	, ef	. Ef	comma4period	NA	texti003.xml	orthography	punctuation
11-74	á sér	er	wording	74-1	texti003.xml	style	wording
11-75	stað	framkvæmd	dep	74-1	texti003.xml	other	miscellaneous
11-76	verð	verður	agreement	NA	texti003.xml	grammar	agreement
11-77	litin	litinn	n4nn	77-1	texti003.xml	orthography	spelling
11-77	litin	litinn	nominal-inflection	77-1	texti003.xml	grammar	inflection
11-78	falleg	fallegt	agreement-pred	NA	texti003.xml	grammar	agreement
11-79	jafn	jafna	agreement-concord	NA	texti003.xml	grammar	agreement
11-80	Hitin á súkkulaði	Súkkulaðið	extra-words	80-1	texti003.xml	vocabulary	insertion
11-80	Hitin á súkkulaði	Súkkulaðið	ind4def	80-2	texti003.xml	grammar	definitiveness
11-81	NA	því	missing-word	NA	texti003.xml	vocabulary	omission
11-82	og hitanum er náð	það hitað	extra-conjunction	82-1	texti003.xml	orthography	punctuation
11-82	og hitanum er náð	það hitað	wording	82-2	texti003.xml	style	wording
11-83	,	og	comma4conjunction	NA	texti003.xml	orthography	punctuation
11-84	er það	NA	extra-words	NA	texti003.xml	vocabulary	insertion
11-85	og	– því enn	extra-conjunction	85-1	texti003.xml	orthography	punctuation
11-85	og	– því enn	missing-endash	85-2	texti003.xml	orthography	spacing
11-85	og	– því enn	missing-words	85-3	texti003.xml	vocabulary	omission
11-86	,	– það svo	comma4dash	86-1	texti003.xml	orthography	punctuation
11-86	,	– það svo	missing-words	86-2	texti003.xml	vocabulary	omission
11-87	að 27°C	í 27°C	wrong-prep	87-1	texti003.xml	grammar	prep
11-87	að 27°C	í 27°C	missing-space	87-2	texti003.xml	orthography	spacing
11-88	þá	. Þá	missing-period	NA	texti003.xml	orthography	punctuation
11-89	í	og	extra-prep	89-1	texti003.xml	grammar	prep
11-89	í	og	missing-conjunction	89-2	texti003.xml	orthography	punctuation
12-1	Eining	Einnig	swapped-letters	NA	texti015.xml	orthography	typo
12-2	pakkar	„ pakkar “	missing-quots	NA	texti015.xml	orthography	punctuation
12-3	inn	inni	dir4loc	NA	texti015.xml	coherence	reference
12-4	getur fengið upp ákveðnar vikur	þrengt eftir ákveðnum vikum	wording	4-1	texti015.xml	style	wording
12-5	ár	árum	dep	4-1	texti015.xml	other	miscellaneous
12-6	ýttir	ýtir	extra-letter	NA	texti015.xml	orthography	typo
12-7	réttur	„ réttur “	missing-quots	NA	texti015.xml	orthography	punctuation
12-8	stafróðröð	stafrófsröð	letter-rep	8-1	texti015.xml	orthography	typo
12-8	stafróðröð	stafrófsröð	missing-letter	8-1	texti015.xml	orthography	typo
12-8	stafróðröð	stafrófsröð	nonword	8-1	texti015.xml	orthography	nonword
12-9	íttir	ýtir	í4ý	9-1	texti015.xml	orthography	spelling
12-9	íttir	ýtir	extra-letter	9-1	texti015.xml	orthography	typo
12-9	íttir	ýtir	nonword	9-1	texti015.xml	orthography	nonword
12-10	pakki	„ pakki “	missing-quots	NA	texti015.xml	orthography	punctuation
12-12	pökkun	pökkum	letter-rep	NA	texti015.xml	orthography	typo
12-13	ítt	ýtt	í4ý	13-1	texti015.xml	orthography	spelling
12-13	ítt	ýtt	nonword	13-1	texti015.xml	orthography	nonword
12-14	skoða	„ skoða “	missing-quots	NA	texti015.xml	orthography	punctuation
12-15	réttin	réttinn	n4nn	NA	texti015.xml	orthography	spelling
12-16	hann getur ítt	ýtt	extra-sub	16-1	texti015.xml	grammar	syntax
12-16	hann getur ítt	ýtt	extra-word	16-2	texti015.xml	vocabulary	insertion
12-16	hann getur ítt	ýtt	í4ý	16-3	texti015.xml	orthography	spelling
12-16	hann getur ítt	ýtt	nonword	16-3	texti015.xml	orthography	nonword
12-17	eyða	„ eyða “	missing-quots	NA	texti015.xml	orthography	punctuation
12-18	rétt	réttinum	nominal-inflection	18-1	texti015.xml	grammar	inflection
12-18	rétt	réttinum	case-verb	18-1	texti015.xml	grammar	case
12-18	rétt	réttinum	ind4def	18-1	texti015.xml	grammar	definitiveness
12-19	notandin	notandinn	n4nn	19-1	texti015.xml	orthography	spelling
12-19	notandin	notandinn	nonword	19-1	texti015.xml	orthography	nonword
12-20	þá kemur upp	birtist	extra-word	20-1	texti015.xml	vocabulary	insertion
12-20	þá kemur upp	birtist	style	20-1	texti015.xml	style	style
12-20	þá kemur upp	birtist	wording	20-2	texti015.xml	style	wording
12-21	pop-up gluggi . Sem	sprettigluggi sem	fw4ice	21-1	texti015.xml	style	style
12-21	pop-up gluggi . Sem	sprettigluggi sem	split-compound	21-1	texti015.xml	orthography	spacing
12-21	pop-up gluggi . Sem	sprettigluggi sem	extra-period	21-2	texti015.xml	orthography	punctuation
12-22	skrá	„ skrá	missing-quots	22-1	texti015.xml	orthography	punctuation
12-23	NA	“	dep	22-1	texti015.xml	other	miscellaneous
12-24	fer með músina sína	færir músarbendilinn	wording	NA	texti015.xml	style	wording
12-25	kemur niður að velja	getur hann valið	wording	NA	texti015.xml	style	wording
12-26	“ næsta	„ næstu	wrong-quots	26-1	texti015.xml	orthography	punctuation
12-26	“ næsta	„ næstu	agreement-concord	26-2	texti015.xml	grammar	agreement
12-27	”	“	dep	26-1	texti015.xml	other	miscellaneous
12-28	skoða ” fyrir	„ fyrri	extra-word	28-1	texti015.xml	vocabulary	insertion
12-28	skoða ” fyrir	„ fyrri	wrong-quots	28-2	texti015.xml	orthography	punctuation
12-28	skoða ” fyrir	„ fyrri	swapped-letters	28-3	texti015.xml	orthography	typo
12-29	”	“ .	dep	28-2	texti015.xml	other	miscellaneous
12-29	”	“ .	missing-period	29-1	texti015.xml	orthography	punctuation
12-30	ítt	ýtt	í4ý	30-1	texti015.xml	orthography	spelling
12-30	ítt	ýtt	nonword	30-1	texti015.xml	orthography	nonword
12-31	NA	„	missing-quots	31-1	texti015.xml	orthography	punctuation
12-32	NA	“	dep	31-1	texti015.xml	other	miscellaneous
12-32b	valdi	velur	past4pres	NA	texti015.xml	grammar	tense
12-33	“	„	wrong-quots	33-1	texti015.xml	orthography	punctuation
12-34	viku ”	vika “	nominal-inflection	NA	texti015.xml	grammar	inflection
12-34	viku ”	vika “	dep	33-1	texti015.xml	other	miscellaneous
12-35	. Þar	þar	missing-period	NA	texti015.xml	orthography	punctuation
12-36	þesari	þessari	missing-letter	36-1	texti015.xml	orthography	typo
12-36	þesari	þessari	nonword	36-1	texti015.xml	orthography	nonword
12-37	beint hækt	hægt	extra-word	37-1	texti015.xml	vocabulary	insertion
12-37	beint hækt	hægt	letter-rep	37-2	texti015.xml	orthography	typo
12-37	beint hækt	hægt	nonword	37-2	texti015.xml	orthography	nonword
12-38	að	„	extra-inf-part	38-1	texti015.xml	grammar	syntax
12-38	að	„	missing-quots	38-2	texti015.xml	orthography	punctuation
12-39	NA	“	dep	38-2	texti015.xml	other	miscellaneous
12-40	pop-up gluggi	sprettigluggi	fw4ice	40-1	texti015.xml	style	style
12-40	pop-up gluggi	sprettigluggi	split-compound	40-1	texti015.xml	orthography	spacing
12-41	velja að	hvort notandi vilji	missing-word	41-1	texti015.xml	vocabulary	omission
12-41	velja að	hvort notandi vilji	missing-sub	41-2	texti015.xml	grammar	syntax
12-41	velja að	hvort notandi vilji	extra-inf-part	41-3	texti015.xml	grammar	syntax
12-42	íttir	ýtir	í4ý	42-1	texti015.xml	orthography	spelling
12-42	íttir	ýtir	extra-letter	42-1	texti015.xml	orthography	typo
12-42	íttir	ýtir	nonword	42-1	texti015.xml	orthography	nonword
12-43	ítta	ýta	í4ý	43-1	texti015.xml	orthography	spelling
12-43	ítta	ýta	extra-letter	43-1	texti015.xml	orthography	typo
12-43	ítta	ýta	nonword	43-1	texti015.xml	orthography	nonword
12-44	seð nánar	séð nánari upplýsingar	missing-accent	44-1	texti015.xml	orthography	typo
12-44	seð nánar	séð nánari upplýsingar	wording	44-2	texti015.xml	style	wording
12-45	réttin með innihaldsefnun	réttinn , innihaldsefni	n4nn	45-1	texti015.xml	orthography	spelling
12-45	réttin með innihaldsefnun	réttinn , innihaldsefni	extra-prep	45-2	texti015.xml	grammar	prep
12-45	réttin með innihaldsefnun	réttinn , innihaldsefni	missing-comma	45-3	texti015.xml	orthography	punctuation
12-46	næringaupplýsingum	næringarupplýsingar	dep	45-1	texti015.xml	other	miscellaneous
12-46	næringaupplýsingum	næringarupplýsingar	compound-collocation	46-1	texti015.xml	orthography	nonword
12-47	ítir	ýtir	í4ý	47-1	texti015.xml	orthography	spelling
12-47	ítir	ýtir	nonword	47-1	texti015.xml	orthography	nonword
12-47b	myndinar	myndirnar	missing-letter	47b-1	texti015.xml	orthography	typo
12-47b	myndinar	myndirnar	nonword	47b-1	texti015.xml	orthography	nonword
12-48	þaning flakka	þannig flakkað	swapped-letters	48-1	texti015.xml	orthography	typo
12-48	þaning flakka	þannig flakkað	nonword	48-1	texti015.xml	orthography	nonword
12-48	þaning flakka	þannig flakkað	verb-inflection	48-2	texti015.xml	grammar	inflection
12-49	eining	einnig	swapped-letters	NA	texti015.xml	orthography	typo
12-50	íttir	ýtir	í4ý	50-1	texti015.xml	orthography	spelling
12-50	íttir	ýtir	extra-letter	50-1	texti015.xml	orthography	typo
12-50	íttir	ýtir	nonword	50-1	texti015.xml	orthography	nonword
12-51	standa	NA	verb-inflection	51-1	texti015.xml	grammar	inflection
12-52	NA	stendur „	dep	51-1	texti015.xml	other	miscellaneous
12-52	NA	stendur „	missing-quots	52-1	texti015.xml	orthography	punctuation
12-53	NA	“	dep	52-1	texti015.xml	other	miscellaneous
12-54	notnadi	notandi	swapped-letters	54-1	texti015.xml	orthography	typo
12-54	notnadi	notandi	nonword	54-1	texti015.xml	orthography	nonword
12-55	pop-up glugga	sprettiglugga	fw4ice	55-1	texti015.xml	style	style
12-55	pop-up glugga	sprettiglugga	split-compound	55-1	texti015.xml	orthography	spacing
12-56	myndin	myndinni	nominal-inflection	56-1	texti015.xml	grammar	inflection
12-56	myndin	myndinni	case-prep	56-1	texti015.xml	grammar	case
12-57	velja	velur hann	nominal-inflection	57-1	texti015.xml	grammar	inflection
12-57	velja	velur hann	missing-fin-verb	57-1	texti015.xml	grammar	syntax
12-57	velja	velur hann	missing-sub	57-2	texti015.xml	grammar	syntax
12-58	búin	búinn	n4nn	58-1	texti015.xml	orthography	spelling
12-58	búin	búinn	agreement-pred	58-1	texti015.xml	grammar	agreement
12-59	sínir	sýnir	í4ý	NA	texti015.xml	orthography	spelling
12-60	búin	búinn	n4nn	60-1	texti015.xml	orthography	spelling
12-60	búin	búinn	agreement-pred	60-1	texti015.xml	grammar	agreement
12-61	verið	verðið	missing-letter	NA	texti015.xml	orthography	typo
12-62	viðskipta vinur ætla	viðskiptavinur ætlar	split-compound	62-1	texti015.xml	orthography	spacing
12-62	viðskipta vinur ætla	viðskiptavinur ætlar	verb-inflection	62-2	texti015.xml	grammar	inflection
12-62	viðskipta vinur ætla	viðskiptavinur ætlar	missing-fin-verb	62-2	texti015.xml	grammar	syntax
12-63	velja	taka ákveðinn	wording	63-1	texti015.xml	style	wording
12-63	velja	taka ákveðinn	missing-word	63-2	texti015.xml	vocabulary	omission
12-64	pakkan út	pakkanum	nominal-inflection	64-1	texti015.xml	grammar	inflection
12-64	pakkan út	pakkanum	case-verb	64-1	texti015.xml	grammar	case
12-64	pakkan út	pakkanum	nonword	64-1	texti015.xml	orthography	nonword
12-64	pakkan út	pakkanum	extra-word	64-2	texti015.xml	vocabulary	insertion
12-65	hver	hvert	missing-letter	NA	texti015.xml	orthography	typo
12-66	vildi	vill	past4pres	NA	texti015.xml	grammar	tense
12-67	í	NA	extra-prep	NA	texti015.xml	grammar	prep
12-68	valmyndia fyrir	valmyndina að	missing-letter	68-1	texti015.xml	orthography	typo
12-68	valmyndia fyrir	valmyndina að	nonword	68-1	texti015.xml	orthography	nonword
12-68	valmyndia fyrir	valmyndina að	wrong-prep	68-2	texti015.xml	grammar	prep
12-69	hversu mikið magn hann vill	magni	wording	NA	texti015.xml	style	wording
12-70	ítta	að ýta	missing-inf-part	70-1	texti015.xml	grammar	syntax
12-70	ítta	að ýta	í4ý	70-2	texti015.xml	orthography	spelling
12-70	ítta	að ýta	extra-letter	70-2	texti015.xml	orthography	typo
12-70	ítta	að ýta	nonword	70-2	texti015.xml	orthography	nonword
12-71	að	„	extra-inf-part	71-1	texti015.xml	grammar	syntax
12-71	að	„	missing-quots	71-2	texti015.xml	orthography	punctuation
12-71b	körfuna	körfu “	def4ind	NA	texti015.xml	grammar	definitiveness
12-71b	körfuna	körfu “	dep	71-2	texti015.xml	other	miscellaneous
12-72	körfuni	körfunni	n4nn	72-1	texti015.xml	orthography	spelling
12-72	körfuni	körfunni	nonword	72-1	texti015.xml	orthography	nonword
12-73	að	„	extra-inf-part	73-1	texti015.xml	grammar	syntax
12-73	að	„	missing-quots	73-2	texti015.xml	orthography	punctuation
12-73b	NA	“	dep	73-2	texti015.xml	other	miscellaneous
12-74	búin	búinn að	n4nn	74-1	texti015.xml	orthography	spelling
12-74	búin	búinn að	agreement-pred	74-1	texti015.xml	grammar	agreement
12-74	búin	búinn að	missing-inf-part	74-2	texti015.xml	grammar	syntax
12-75	hinga	hingað	missing-letter	75-1	texti015.xml	orthography	typo
12-75	hinga	hingað	nonword	75-1	texti015.xml	orthography	nonword
12-76	þá þegar hann velur Greiða kemur upp pop-up gluggin	birtist sprettiglugginn	extra-word	76-1	texti015.xml	vocabulary	insertion
12-76	þá þegar hann velur Greiða kemur upp pop-up gluggin	birtist sprettiglugginn	style	76-1	texti015.xml	style	style
12-76	þá þegar hann velur Greiða kemur upp pop-up gluggin	birtist sprettiglugginn	extra-words	76-2	texti015.xml	vocabulary	insertion
12-76	þá þegar hann velur Greiða kemur upp pop-up gluggin	birtist sprettiglugginn	wording	76-3	texti015.xml	style	wording
12-76	þá þegar hann velur Greiða kemur upp pop-up gluggin	birtist sprettiglugginn	fw4ice	76-4	texti015.xml	style	style
12-76	þá þegar hann velur Greiða kemur upp pop-up gluggin	birtist sprettiglugginn	split-compound	76-4	texti015.xml	orthography	spacing
12-76	þá þegar hann velur Greiða kemur upp pop-up gluggin	birtist sprettiglugginn	n4nn	76-4	texti015.xml	orthography	spelling
12-76	þá þegar hann velur Greiða kemur upp pop-up gluggin	birtist sprettiglugginn	nonword	76-4	texti015.xml	orthography	nonword
12-77	NA	.	missing-period	NA	texti015.xml	orthography	punctuation
12-78	að	„	extra-inf-part	78-1	texti015.xml	grammar	syntax
12-78	að	„	missing-quots	78-2	texti015.xml	orthography	punctuation
12-78b	NA	“	dep	78-2	texti015.xml	other	miscellaneous
12-79	seint	sent	extra-letter	NA	texti015.xml	orthography	typo
12-80	breytir samtals verðið nest	breytist heildarverðið neðst	act4mid	80-1	texti015.xml	grammar	voice
12-80	breytir samtals verðið nest	breytist heildarverðið neðst	wording	80-2	texti015.xml	style	wording
12-80	breytir samtals verðið nest	breytist heildarverðið neðst	missing-letter	80-3	texti015.xml	orthography	typo
